Nombre,URL
"Massa india‎","https://colnect.com/es/coins/list/currency/3018-Massa_india"
"Mechelaar belga‎","https://colnect.com/es/coins/list/currency/2866-Mechelaar_belga"
"Mehalek Etíope‎","https://colnect.com/es/coins/list/currency/1808-Mehalek_Et%C3%ADope"
"Mei chino‎","https://colnect.com/es/coins/list/currency/3050-Mei_chino"
"Michaelgulden, Cantones suizos‎","https://colnect.com/es/coins/list/currency/2513-Michaelgulden_Cantones_suizos"
"Mil Israelí‎","https://colnect.com/es/coins/list/currency/1763-Mil_Israel%C3%AD"
"Milésima Española‎","https://colnect.com/es/coins/list/currency/1793-Mil%C3%A9sima_Espa%C3%B1ola"
"Miliaresion del Imperio Bizantino‎","https://colnect.com/es/coins/list/currency/1997-Miliaresion_del_Imperio_Bizantino"
"Nisar afgano‎","https://colnect.com/es/coins/list/currency/2129-Nisar_afgano"
"Noble belga‎","https://colnect.com/es/coins/list/currency/2883-Noble_belga"
"Nuevo altin turco‎","https://colnect.com/es/coins/list/currency/2586-Nuevo_altin_turco"
"Obol del Principado de Moldavia‎","https://colnect.com/es/coins/list/currency/1706-Obol_del_Principado_de_Moldavia"
"Octóbolo egipcio‎","https://colnect.com/es/coins/list/currency/2084-Oct%C3%B3bolo_egipcio"
"Octuple de los Estados Pontificios‎","https://colnect.com/es/coins/list/currency/2635-Octuple_de_los_Estados_Pontificios"
"onluk egipcio‎","https://colnect.com/es/coins/list/currency/2236-onluk_egipcio"
"Onluk eshrefi altin turco‎","https://colnect.com/es/coins/list/currency/2580-Onluk_eshrefi_altin_turco"
"Onluk sirio‎","https://colnect.com/es/coins/list/currency/2163-Onluk_sirio"
"Onluk tunecino‎","https://colnect.com/es/coins/list/currency/2566-Onluk_tunecino"
"Onza afgana‎","https://colnect.com/es/coins/list/currency/2790-Onza_afgana"
"Onza Estados Unidos de África - Oz‎","https://colnect.com/es/coins/list/currency/3086-Oz_-_Onza_Estados_Unidos_de_%C3%81frica"
"Onza polaca - Oz‎","https://colnect.com/es/coins/list/currency/2789-Oz_-_Onza_polaca"
"Onza soviética‎","https://colnect.com/es/coins/list/currency/2989-Onza_sovi%C3%A9tica"
"Pagode de las Indias Danesas‎","https://colnect.com/es/coins/list/currency/1860-Pagode_de_las_Indias_Danesas"
"Paisa India Francesa‎","https://colnect.com/es/coins/list/currency/2280-Paisa_India_Francesa"
"Panterino de los Estados italianos‎","https://colnect.com/es/coins/list/currency/2689-Panterino_de_los_Estados_italianos"
"Para Sirio‎","https://colnect.com/es/coins/list/currency/1795-Para_Sirio"
"Parvus Húngaro‎","https://colnect.com/es/coins/list/currency/1487-Parvus_H%C3%BAngaro"
"Payalo Indio‎","https://colnect.com/es/coins/list/currency/1499-Payalo_Indio"
"Penique de Honduras Británica‎","https://colnect.com/es/coins/list/currency/2915-Penique_de_Honduras_Brit%C3%A1nica"
"Penique de oro británico‎","https://colnect.com/es/coins/list/currency/2338-Penique_de_oro_brit%C3%A1nico"
"Pepion español‎","https://colnect.com/es/coins/list/currency/2590-Pepion_espa%C3%B1ol"
"Perpero de Ragusa‎","https://colnect.com/es/coins/list/currency/2758-Perpero_de_Ragusa"
"Pesa del África del Este Alemana‎","https://colnect.com/es/coins/list/currency/1615-Pesa_del_%C3%81frica_del_Este_Alemana"
"Peso Moneda Corriente Argentino - $m/c‎","https://colnect.com/es/coins/list/currency/999-mc_-_Peso_Moneda_Corriente_Argentino"
"Petermenger alemán‎","https://colnect.com/es/coins/list/currency/2986-Petermenger_alem%C3%A1n"
"Pice de Ceilán‎","https://colnect.com/es/coins/list/currency/2187-Pice_de_Ceil%C3%A1n"
"Pie Paquistaní - P‎","https://colnect.com/es/coins/list/currency/1812-P_-_Pie_Paquistan%C3%AD"
"Pistole alemán‎","https://colnect.com/es/coins/list/currency/3076-Pistole_alem%C3%A1n"
"Pitis, Indias Orientales holandesas‎","https://colnect.com/es/coins/list/currency/2426-Pitis_Indias_Orientales_holandesas"
"Plaqueta, Lieja‎","https://colnect.com/es/coins/list/currency/2372-Plaqueta_Lieja"
"Polker de Transilvania‎","https://colnect.com/es/coins/list/currency/2555-Polker_de_Transilvania"
"Polturia de Transilvania‎","https://colnect.com/es/coins/list/currency/2562-Polturia_de_Transilvania"
"Possidonio de los Estados italianos‎","https://colnect.com/es/coins/list/currency/2706-Possidonio_de_los_Estados_italianos"
"Pulo ruso‎","https://colnect.com/es/coins/list/currency/2902-Pulo_ruso"
"Quirato español‎","https://colnect.com/es/coins/list/currency/2569-Quirato_espa%C3%B1ol"
"Rial de Honduras Británica‎","https://colnect.com/es/coins/list/currency/2914-Rial_de_Honduras_Brit%C3%A1nica"
"Rial nazarana iranio‎","https://colnect.com/es/coins/list/currency/2309-Rial_nazarana_iranio"
"Rixdaler, Indias Orientales holandesas‎","https://colnect.com/es/coins/list/currency/2431-Rixdaler_Indias_Orientales_holandesas"
"Riyal Iraqi‎","https://colnect.com/es/coins/list/currency/2262-Riyal_Iraqi"
"Royal de las Islas Vírgenes Británicas‎","https://colnect.com/es/coins/list/currency/2010-Royal_de_las_Islas_V%C3%ADrgenes_Brit%C3%A1nicas"
"Rublo tayiko‎","https://colnect.com/es/coins/list/currency/2537-Rublo_tayiko"
"Rupia del Golfo - R‎","https://colnect.com/es/coins/list/currency/1179-R_-_Rupia_del_Golfo"
"Rupia India Holandesa‎","https://colnect.com/es/coins/list/currency/2277-Rupia_India_Holandesa"
"Rupia, Hejaz","https://colnect.com/es/coins/list/currency/2470-Rupia_Hejaz_Arabia_Saud%C3%AD"
"Sceatta belga‎","https://colnect.com/es/coins/list/currency/2886-Sceatta_belga"
"Sceatta británico‎","https://colnect.com/es/coins/list/currency/2901-Sceatta_brit%C3%A1nico"
"Sechser suizo‎","https://colnect.com/es/coins/list/currency/2536-Sechser_suizo"
"Shekel nabateo‎","https://colnect.com/es/coins/list/currency/3120-Shekel_nabateo"
"Soberano de África Oriental‎","https://colnect.com/es/coins/list/currency/2913-Soberano_de_%C3%81frica_Oriental"
"Soberano de Jersey‎","https://colnect.com/es/coins/list/currency/2335-Soberano_de_Jersey"
"Soberano de Pitcairn‎","https://colnect.com/es/coins/list/currency/3094-Soberano_de_Pitcairn"
"Soberano Saudí‎","https://colnect.com/es/coins/list/currency/2194-Soberano_Saud%C3%AD"
"Soberano, España‎","https://colnect.com/es/coins/list/currency/2483-Soberano_Espa%C3%B1a"
"Soberano, Lieja‎","https://colnect.com/es/coins/list/currency/2376-Soberano_Lieja"
"Soesling alemán‎","https://colnect.com/es/coins/list/currency/3035-Soesling_alem%C3%A1n"
"Sol alemán‎","https://colnect.com/es/coins/list/currency/3034-Sol_alem%C3%A1n"
